Category ID	Category Name	Article Number	Article Title	Blocked from Publication	Article Tabs	RightToKnow.org.au Article Number query results	First RTK request status	RTK user	RTK query title	Appears on FOI disclosure log number of times	Article Last Updated Date	Article Under Review	Article Outdated
003	"Help in an emergency"	003-12060030	Social worker involvement with Special Benefit (SpB) 003-12060030	Open	4	0							Active
003	"Help in an emergency"	003-12070000	Social workers role in Payments and Integrity 003-12070000	Open	4	0							Active
003	"Help in an emergency"	003-12080000	Social work role in the Participation Solutions Team (PST) 003-12080000	Open	4	0					02-08-2022		Active
003	"Help in an emergency"	003-12080010	Accessing a PST-skilled social worker 003-12080010	Open	4	0					19-07-2022		Active
003	"Help in an emergency"	003-12080020	Recording participation and compliance interventions in the Social Work Information System (SWIS) 003-12080020	Open	4	0					19-07-2022		Active
003	"Help in an emergency"	003-12090000	Social work assistance for vulnerable Australians who arrive in Australia without any local support structure to assist them 003-12090000	Open	4	0							Active
003	"Help in an emergency"	003-12100000	Requirements for recording of social work customer contact activities 003-12100000	Open	4	0							Active
003	"Help in an emergency"	003-12110000	Assessment and report writing for social workers 003-12110000	Open	4	0							Active
003	"Help in an emergency"	003-12130000	Social Work Information System (SWIS) 003-12130000	Open	4	0					22-06-2022		Active
003	"Help in an emergency"	003-12130010	Recording referrals in the Social Work Information System (SWIS) 003-12130010	Open	4	0					10-05-2022		Active
003	"Help in an emergency"	003-12130020	Recording contacts in the Social Work Information System (SWIS) 003-12130020	Open	4	0					10-05-2022		Active
003	"Help in an emergency"	003-12130030	Recording non-casework activities in the Social Work Information System (SWIS) 003-12130030	Open	4	0							Active
003	"Help in an emergency"	003-12130040	Recording Carer Specialist Assessment Team (CSAT) Carer Payment child referrals in the Social Work Information System (SWIS) 003-12130040	Open	4	0							Active
003	"Help in an emergency"	003-12130050	Recording Child Support Scheme (CSS) exemption referrals – social work 003-12130050	Open	4	0					02-08-2022		Active
003	"Help in an emergency"	003-12130060	Recording Crisis Payment (CrP) assessments – social work 003-12130060	Open	4	0					02-08-2022		Active
003	"Help in an emergency"	003-12130080	Recording unreasonable to live at home (UTLAH) assessments for customers under 18 years of age - social work 003-12130080	Open	4	0					02-08-2022		Active
003	"Help in an emergency"	003-12130100	Recording Vulnerable Welfare Payment Recipient (VWPR) Notice reviews/reconsiderations in the Social Work Information System (SWIS) 003-12130100	Open	4	0					10-05-2022		Active
003	"Help in an emergency"	003-12130110	Recording referrals for customers on Income Management (non delegated) in the Social Work Information System (SWIS) 003-12130110	Open	4	0					10-05-2022		Active
003	"Help in an emergency"	003-12130120	Recording Vulnerable Welfare Payment Recipient (VWPR) Notice assessments - social work 003-12130120	Open	4	0					10-05-2022		Active
003	"Help in an emergency"	003-12130130	Recording Vulnerable Welfare Payment Recipient (VWPR) Youth Exclusion (Detrimental) Assessments - social work 003-12130130	Open	4	0					10-05-2022		Active
003	"Help in an emergency"	003-12130140	Vulnerable Welfare Payment Recipient (VWPR) Exclusion (Not Practicable due to Support and Demonstrated Capacity) Assessments in the Social Work Information System (SWIS) 003-12130140	Open	4	0					10-05-2022		Active
003	"Help in an emergency"	003-13000000	Initial contact and identification of services for people experiencing major disaster 003-13000000	Open	4	0					26-05-2022		Active
003	"Help in an emergency"	003-14000000	Emergency management events 003-14000000	Open	4	0							Active
003	"Help in an emergency"	003-14020000	Closed emergency management events 003-14020000	Open	4	0					20-07-2022		Active
003	"Help in an emergency"	003-17040100	Assessing eligibility for Disaster Recovery Allowance (DRA) - Tropical Cyclone Debbie - March 2017 003-17040100	Open	4	0							Active
003	"Help in an emergency"	003-17040102	Assessing eligibility for Ex-gratia Disaster Recovery Allowance for New Zealand (NZ) citizens - Tropical Cyclone Debbie - March 2017 003-17040102	Open	4	0							Active
003	"Help in an emergency"	003-17040103	Assessing eligibility for ex-gratia Disaster Recovery Payment for New Zealand (NZ) citizens (AGDRP equivalent) - Tropical Cyclone Debbie - March 2017 003-17040103	Open	4	0							Active
003	"Help in an emergency"	003-17072600	Social casework 003-17072600	Open	4	0					10-05-2022		Active
003	"Help in an emergency"	003-18050700	National Redress Scheme overview 003-18050700	Open	4	0							Active
003	"Help in an emergency"	003-18061809	Recording National Redress Scheme referrals in the Social Work Information System (SWIS) 003-18061809	Open	4	0					02-08-2022		Active
003	"Help in an emergency"	003-18061830	Social work role in the National Redress Scheme 003-18061830	Open	4	0					02-08-2022		Active
003	"Help in an emergency"	003-18092746	Immediate payment by payment method New Payments Platform (NPP) 003-18092746	Open	4	0					20-07-2022		Active
003	"Help in an emergency"	003-19020741	Recording Child Support customers talking about suicide, self-harm or harm to others in the Social Work Information System (SWIS) 003-19020741	Open	4	0					02-08-2022		Active
003	"Help in an emergency"	003-19022255	Recording Carer referrals in the Social Work Information System (SWIS) 003-19022255	Open	4	0							Active
003	"Help in an emergency"	003-20111006	Recording Subject Matter Expert (SME) referrals in the Social Work Information System (SWIS) 003-20111006	Open	4	0					09-08-2022		Active
003	"Help in an emergency"	003-21072925	COVID-19 Disaster Payment – review process 003-21072925	Open	4	0					02-08-2022		Active
003	"Help in an emergency"	003-22032515	Social work role with Department of Veterans' Affairs (DVA) clients and recording in SWIS 003-22032515	Open	4	0					22-06-2022		Active
003	"Help in an emergency"	003-22050332	Social Work Recording Application (SWRA) 003-22050332	Open	4	0					02-08-2022		Active
005	"Migrants, refugees & visitors"	005-01010010	Initial contact from refugees, humanitarian entrants and protection visa holders 005-01010010	Blocked	6	0					02-08-2022		Active
005	"Migrants, refugees & visitors"	005-01030070	Communicating with victims of trauma and/or torture 005-01030070	Blocked	3	0					02-08-2022		Active
005	"Migrants, refugees & visitors"	005-01050030	Referral to services for the treatment of torture and trauma 005-01050030	Blocked	2	0					02-08-2022		Active
005	"Migrants, refugees & visitors"	005-02010000	Identity confirmation and refugees 005-02010000	Blocked	6	0					02-08-2022		Active
005	"Migrants, refugees & visitors"	005-02020010	Payments and concession cards available to customers serving the Newly Arrived Resident's Waiting Period (NARWP) 005-02020010	Blocked	5	0					02-08-2022		Active
005	"Migrants, refugees & visitors"	005-02040020	Refugee and humanitarian entrant service offer 005-02040020	Blocked	6	0					02-08-2022		Active
005	"Migrants, refugees & visitors"	005-02040030	Determining financial assistance for an unaccompanied humanitarian minor (UHM) 005-02040030	Blocked	5	0					17-08-2022		Active
005	"Migrants, refugees & visitors"	005-02050040	Exemptions from mutual obligation requirements for refugees 005-02050040	Blocked	5	0					02-08-2022		Active
005	"Migrants, refugees & visitors"	005-02060030	Temporary Protection, Humanitarian, Safe Haven and Return Pending Visas 005-02060030	Blocked	3	0					02-08-2022		Active
005	"Migrants, refugees & visitors"	005-03000000	The Assurance of Support (AoS) scheme 005-03000000	Blocked	5	0					02-08-2022		Active
005	"Migrants, refugees & visitors"	005-03010000	Applying to become an assurer 005-03010000	Blocked	6	0					02-08-2022		Active
005	"Migrants, refugees & visitors"	005-03030000	Assessing applications to become an assurer 005-03030000	Blocked	4	0					02-08-2022		Active
005	"Migrants, refugees & visitors"	005-03030010	Requirements for an individual or organisation to be an assurer 005-03030010	Blocked	5	0					02-08-2022		Active
005	"Migrants, refugees & visitors"	005-03030070	Income test for an assurer under the Assurance of Support (AoS) scheme 005-03030070	Blocked	5	0					02-08-2022		Active
005	"Migrants, refugees & visitors"	005-03030080	Rejecting an application to become an assurer 005-03030080	Blocked	5	0					02-08-2022		Active
005	"Migrants, refugees & visitors"	005-03040000	Assurance of Support (AoS) bank guarantee and term deposit 005-03040000	Blocked	5	0					02-08-2022		Active
005	"Migrants, refugees & visitors"	005-03050000	Management of Assurance of Support (AoS) cases 005-03050000	Blocked	3	0					02-08-2022		Active
005	"Migrants, refugees & visitors"	005-03050030	Assessing and coding the Assurance of Support (AoS) Mod AR 005-03050030	Blocked	5	0					02-08-2022		Active
005	"Migrants, refugees & visitors"	005-03050060	Death of an assurer or assuree 005-03050060	Blocked	4	0					02-08-2022		Active
005	"Migrants, refugees & visitors"	005-03070000	Assurance of Support (AoS) reviews 005-03070000	Blocked	5	0					02-08-2022		Active
005	"Migrants, refugees & visitors"	005-04020000	Written material in other languages 005-04020000	Blocked	1	0					02-08-2022		Active
005	"Migrants, refugees & visitors"	005-06000000	Status Resolution Support Services payment 005-06000000	Blocked	2	0					09-08-2022		Active
005	"Migrants, refugees & visitors"	005-06010000	Status Resolution Support Services (SRSS) payment eligibility for Living Allowance 005-06010000	Blocked	2	0					02-08-2022		Active
005	"Migrants, refugees & visitors"	005-06010020	Status Resolution Support Services (SRSS) customer eligibility for Dependent Child Allowance 005-06010020	Blocked	3	0					02-08-2022		Active
005	"Migrants, refugees & visitors"	005-06010030	Income and Assets test for Status Resolution Support Services (SRSS) customers 005-06010030	Blocked	2	0					02-08-2022		Active
005	"Migrants, refugees & visitors"	005-06020000	Change to the relationship status or dependent children for a Status Resolution Support Services (SRSS) payment customer 005-06020000	Blocked	2	0					02-08-2022		Active
005	"Migrants, refugees & visitors"	005-06020010	Status Resolution Support Services (SRSS) payment customer becomes partnered 005-06020010	Blocked	4	0					02-08-2022		Active
005	"Migrants, refugees & visitors"	005-06020020	Status Resolution Support Services (SRSS) payment customer separates 005-06020020	Blocked	4	0					02-08-2022		Active
005	"Migrants, refugees & visitors"	005-06020030	Status Resolution Support Services (SRSS) payment customer dependent child changes 005-06020030	Blocked	4	0					02-08-2022		Active
005	"Migrants, refugees & visitors"	005-06020060	Death of a Status Resolution Support Services (SRSS) customer or their child 005-06020060	Blocked	3	0					02-08-2022		Active
005	"Migrants, refugees & visitors"	005-06040000	Person permitted to enquire for Status Resolution Support Services (SRSS) payment customers 005-06040000	Blocked	3	0					02-08-2022		Active
005	"Migrants, refugees & visitors"	005-06050000	Status Resolution Support Services (SRSS) payment Reviews 005-06050000	Blocked	2	0					02-08-2022		Active
005	"Migrants, refugees & visitors"	005-06060000	Cancellation, Suspension and Rejection codes for Status Resolution Support Services (SRSS) payments 005-06060000	Blocked	2	0					02-08-2022		Active
005	"Migrants, refugees & visitors"	005-06070000	Stakeholder responsibilities for Status Resolution Support Services (SRSS) payment 005-06070000	Blocked	2	0					02-08-2022		Active
005	"Migrants, refugees & visitors"	005-06070020	Department of Home Affairs and contracted Service Providers responsibilities for Status Resolution Support Services (SRSS) payment 005-06070020	Blocked	3	0					02-08-2022		Active
005	"Migrants, refugees & visitors"	005-06070030	Department of Home Affairs contracted service provider responsibilities for Status Resolution Support Services payment 005-06070030	Blocked	1	0					02-08-2022		Active
005	"Migrants, refugees & visitors"	005-06070040	Status Resolution Support Services (SRSS) payment customer is in hardship 005-06070040	Blocked	4	0					02-08-2022		Active
005	"Migrants, refugees & visitors"	005-06080000	Processing Status Resolution Support Services (SRSS) payment claims 005-06080000	Blocked	4	0					02-08-2022		Active
005	"Migrants, refugees & visitors"	005-06090000	Actioning Status Resolution Support Services (SRSS) payment reviews 005-06090000	Blocked	3	0					02-08-2022		Active
005	"Migrants, refugees & visitors"	005-06100000	Deductions from Status Resolution Support Services (SRSS) payments to repay money owing to Department of Home Affairs 005-06100000	Blocked	3	0					02-08-2022		Active
005	"Migrants, refugees & visitors"	005-06110000	Status Resolution Support Services (SRSS) payment debt recovery  005-06110000	Blocked	5	0				2	02-08-2022		Active
005	"Migrants, refugees & visitors"	005-06120000	Suspending, cancelling, or restoring Status Resolution Support Services (SRSS) payments 005-06120000	Blocked	4	0					02-08-2022		Active
005	"Migrants, refugees & visitors"	005-06130000	Review of Decision for Status Resolution Support Services (SRSS) payment 005-06130000	Blocked	4	0				2	02-08-2022		Active
005	"Migrants, refugees & visitors"	005-17103101	Processing applications to become an assurer 005-17103101	Blocked	6	0					02-08-2022		Active
005	"Migrants, refugees & visitors"	005-22071350	Investigating, raising, and reviewing Status Resolution Support Services (SRSS) debts 005-22071350	Blocked	3	0					02-08-2022		Active
005	"Migrants, refugees & visitors"	005-01000000	Initial contact and identification of services for migrants, refugees and visitors to Australia 005-01000000	Open	3	0					17-08-2022		Active
005	"Migrants, refugees & visitors"	005-01010000	Identifying if a customer who is a migrant, refugee or visitor is eligible for financial assistance 005-01010000	Open	3	0					17-08-2022		Active
005	"Migrants, refugees & visitors"	005-01030000	Cultural considerations for customers coming from culturally and linguistically diverse (CALD) backgrounds 005-01030000	Open	3	0					09-08-2022		Active
005	"Migrants, refugees & visitors"	005-01040000	Citizenship testing 005-01040000	Open	3	0					09-08-2022		Active
005	"Migrants, refugees & visitors"	005-01050000	Referring newly arrived residents to external agencies and services 005-01050000	Open	3	0					02-08-2022		Active
005	"Migrants, refugees & visitors"	005-01050010	Referring newly arrived residents to Medicare 005-01050010	Open	3	0							Active
005	"Migrants, refugees & visitors"	005-01050020	Migrant Resource Centres 005-01050020	Open	3	0					09-08-2022		Active
005	"Migrants, refugees & visitors"	005-01050040	English programs for migrants 005-01050040	Open	3	0					09-08-2022		Active
005	"Migrants, refugees & visitors"	005-02000000	Additional processes and information for migrants, refugees and visitors 005-02000000	Open	3	0					17-08-2022		Active
005	"Migrants, refugees & visitors"	005-02020000	Newly Arrived Resident's Waiting Period (NARWP) and Qualifying Residence Period 005-02020000	Open	3	0					09-08-2022		Active
005	"Migrants, refugees & visitors"	005-02020020	Newly Arrived Resident's Waiting Period (NARWP) and Qualifying Residence Exemptions 005-02020020	Open	3	0					09-08-2022		Active
005	"Migrants, refugees & visitors"	005-02030010	Common types of Australian visas 005-02030010	Open	3	0					19-07-2022		Active
005	"Migrants, refugees & visitors"	005-02030020	Employment services for visa holders 005-02030020	Open	3	0					17-08-2022		Active
005	"Migrants, refugees & visitors"	005-02040000	Australia's Refugee and Humanitarian Program 005-02040000	Open	3	0					02-08-2022		Active
005	"Migrants, refugees & visitors"	005-02050000	Processes specific for migrants, refugees and visitors 005-02050000	Open	3	0					02-08-2022		Active
005	"Migrants, refugees & visitors"	005-02050010	Obtaining a Tax File Number (TFN) for newly arrived refugee customer 005-02050010	Open	3	0					02-08-2022		Active
005	"Migrants, refugees & visitors"	005-02060000	Refugees 005-02060000	Open	3	0					02-08-2022		Active
005	"Migrants, refugees & visitors"	005-02060020	Refugee, Humanitarian and Permanent Protection Visa sub-classes 005-02060020	Open	3	0					19-07-2022		Active
005	"Migrants, refugees & visitors"	005-02060040	Referrals to specialist services for refugees 005-02060040	Open	3	0					02-08-2022		Active
005	"Migrants, refugees & visitors"	005-02060050	Resolution of Status Visa (Class CD) 005-02060050	Open	3	0					02-08-2022		Active
005	"Migrants, refugees & visitors"	005-02060060	Settlement, challenges and barriers for refugees, humanitarian entrants and protection visa holders 005-02060060	Open	3	0					02-08-2022		Active
005	"Migrants, refugees & visitors"	005-03050010	Activation, cancellation, transfer and expiry of an Assurance of Support (AoS) case 005-03050010	Open	3	0					19-07-2022		Active
005	"Migrants, refugees & visitors"	005-03050020	Assuree makes a claim for an Assurance of Support (AoS) recoverable payment 005-03050020	Open	3	0					09-08-2022		Active
005	"Migrants, refugees & visitors"	005-03060000	Raising Assurance of Support (AoS) debts 005-03060000	Open	3	0					13-04-2022		Active
005	"Migrants, refugees & visitors"	005-03060010	Recovery of Assurance of Support (AoS) debts 005-03060010	Open	3	0							Active
005	"Migrants, refugees & visitors"	005-04000000	Language Services 005-04000000	Open	3	0					17-08-2022		Active
005	"Migrants, refugees & visitors"	005-04010000	Interpreter Services 005-04010000	Open	3	0					17-08-2022		Active
005	"Migrants, refugees & visitors"	005-05000000	Other assistance and help available to migrants, refugees and visitors 005-05000000	Open	3	0							Active
005	"Migrants, refugees & visitors"	005-05010000	Specialised and Intensive Services (SIS) 005-05010000	Open	3	0					17-08-2022		Active
005	"Migrants, refugees & visitors"	005-06010010	Status Resolution Support Services (SRSS) customer eligibility for Rental Assistance Allowance 005-06010010	Open	3	0					09-08-2022		Active
005	"Migrants, refugees & visitors"	005-06010040	Change of circumstances for Status Resolution Support Services (SRSS) payment customer 005-06010040	Open	3	0					09-08-2022		Active
005	"Migrants, refugees & visitors"	005-06020040	Payment enquiries for Status Resolution Support Services (SRSS) payment customers 005-06020040	Open	3	0					17-08-2022		Active
005	"Migrants, refugees & visitors"	005-06030000	Status Resolution Support Services (SRSS) Social Service Plan 005-06030000	Open	3	0					17-08-2022		Active
005	"Migrants, refugees & visitors"	005-06070010	Status Resolution Support Services (SRSS) payment enquiries 005-06070010	Open	3	0					09-08-2022		Active
005	"Migrants, refugees & visitors"	005-17060100	Interpreter Services for customers who are deaf or hard of hearing  005-17060100	Open	3	0					09-08-2022		Active
005	"Migrants, refugees & visitors"	005-18101149	Negotiating Job Plans for newly arrived refugees following the 'Refugee in First 13 Weeks' (REF) exemption 005-18101149	Open	3	0					02-08-2022		Active
005	"Migrants, refugees & visitors"	005-18101837	Refugee Activities (RAC) as an approved activity 005-18101837	Open	3	0					02-08-2022		Active
007	"Families"	007-01010090	Initial contact after the death of a potential family assistance and Paid Parental Leave customer 007-01010090	Blocked	6	0					02-08-2022		Active
007	"Families"	007-01060010	Approval, rejection, withdrawal and monitoring of Approved Care Organisations (ACO) 007-01060010	Blocked	5	0					02-08-2022		Active
007	"Families"	007-01060020	Visits to Approved Care Organisations (ACO) 007-01060020	Blocked	2	0					02-08-2022		Active
007	"Families"	007-02000000	Baby Bonus (BBY) 007-02000000	Blocked	3	0					02-08-2022		Active
007	"Families"	007-02040020	Notification and assessment of shared care arrangements for Family Tax Benefit (FTB) 007-02040020	Blocked	6	0					02-08-2022		Active
007	"Families"	007-03050010	Family Tax Benefit (FTB) claim options and payment choices 007-03050010	Blocked	6	0					02-08-2022		Active
007	"Families"	007-03060040	Absences for Child Care Benefit (CCB) and JET Child Care fee assistance (JETCCFA) 007-03060040	Blocked	6	0					02-08-2022		Active
007	"Families"	007-03140010	Cancellation and rejection codes for Child Care Benefit (CCB) and JET Child Care fee assistance (JETCCFA) 007-03140010	Blocked	3	0					02-08-2022		Active
007	"Families"	007-04050000	Death of a family assistance or Paid Parental Leave scheme customer 007-04050000	Blocked	4	0					02-08-2022		Active
007	"Families"	007-04050010	Death of a family assistance or Paid Parental Leave scheme child 007-04050010	Blocked	5	0					02-08-2022		Active
007	"Families"	007-04050020	Bereavement payment of Family Tax Benefit (FTB) 007-04050020	Blocked	4	0					02-08-2022		Active
007	"Families"	007-04050030	Process Claim for Bereavement Payment (FA008) 007-04050030	Blocked	5	0					02-08-2022		Active
007	"Families"	007-04050040	Processing a claim to receive the family assistance enh1ment of a deceased person 007-04050040	Blocked	4	0					02-08-2022		Active
007	"Families"	007-04060010	Processing claims for Stillborn Baby Payment (SBP) 007-04060010	Blocked	5	0					02-08-2022		Active
007	"Families"	007-06020010	Cancellation and rejection codes for Double Orphan Pension (DOP) 007-06020010	Blocked	2	0					02-08-2022		Active
007	"Families"	007-07010050	Progress of claim - Families claims 007-07010050	Blocked	6	0					02-08-2022		Active
007	"Families"	007-07030010	Assessing special circumstances extensions for families unable to meet lodgement and other specific requirements for Family Tax Benefit (FTB) and Single Income Family Supplement (SIFS) 007-07030010	Blocked	5	0					02-08-2022		Active
007	"Families"	007-07030050	Processing Family Tax Benefit (FTB) lump sum claims 007-07030050	Blocked	6	0					02-08-2022		Active
007	"Families"	007-07030100	Recording ex-partner details 007-07030100	Blocked	4	0					02-08-2022		Active
007	"Families"	007-07030110	Reassessment of Australian Taxation Office (ATO) lump sum Family Tax Benefit (FTB) claims 007-07030110	Blocked	3	0					02-08-2022		Active
007	"Families"	007-07030170	Exception processing of Paid Parental Leave scheme claims 007-07030170	Blocked	5	0					02-08-2022		Active
007	"Families"	007-07030190	Information requests for FTB, PPL and DAP claims and Add Newborn activities 007-07030190	Blocked	4	0					02-08-2022		Active
007	"Families"	007-07060010	Annual income reviews for Family Tax Benefit (FTB) customers and their partners who are not required to lodge a tax return 007-07060010	Blocked	5	0					02-08-2022		Active
007	"Families"	007-07060060	What to check when Family Tax Benefit (FTB) rate has changed 007-07060060	Blocked	6	0					02-08-2022		Active
007	"Families"	007-07080070	Recording return to work details and explaining eligibility for Family Tax Benefit (FTB) Part B quarantine 007-07080070	Blocked	6	0					02-08-2022		Active
007	"Families"	007-07090000	Explains cancellation, restoration and rejection codes for Family Tax Benefit (FTB). 007-07090000	Blocked	1	0					02-08-2022		Active
007	"Families"	007-07090010	Cancellation, rejection and Current Zero Rate codes for Family Tax Benefit (FTB) 007-07090010	Blocked	3	0					02-08-2022		Active
007	"Families"	007-07090020	Cancellation of Family Tax Benefit (FTB) 007-07090020	Blocked	5	0					02-08-2022		Active
007	"Families"	007-07090030	Restoration of Family Tax Benefit (FTB) 007-07090030	Blocked	6	0					02-08-2022		Active
007	"Families"	007-07100020	Viewing child eligibility details on the Assessment Explanation (AX) and Assessment Details (ASDT) screens 007-07100020	Blocked	3	0					02-08-2022		Active
007	"Families"	007-07100030	FTB Additional Assessment (FTAA) screen 007-07100030	Blocked	4	0					02-08-2022		Active
007	"Families"	007-07110000	Child in care reviews and change of circumstances for family assistance 007-07110000	Blocked	1	0					02-08-2022		Active
007	"Families"	007-10010020	Processing Single Income Family Supplement (SIFS) claims 007-10010020	Blocked	4	0					02-08-2022		Active
007	"Families"	007-10010030	Cancellation, rejection and not effective codes for Single Income Family Supplement (SIFS) 007-10010030	Blocked	3	0					02-08-2022		Active
007	"Families"	007-11010010	Enquiries about Family Tax Benefit (FTB) reconciliation or lump sum claim 007-11010010	Blocked	5	0					02-08-2022		Active
007	"Families"	007-11010090	Previous partners and Family Tax Benefit (FTB) and Child Care Benefit (CCB) reconciliation 007-11010090	Blocked	5	0					02-08-2022		Active
007	"Families"	007-11010100	Assessment of income cancellation periods in Family Tax Benefit (FTB) reconciliation 007-11010100	Blocked	4	0					02-08-2022		Active
007	"Families"	007-11010110	Non-lodger and late lodger process for Family Tax Benefit (FTB) reconciliation 007-11010110	Blocked	5	0					02-08-2022		Active
007	"Families"	007-11010120	Prohibition of Family Tax Benefit Instalment Payments (PIP) 007-11010120	Blocked	5	0					02-08-2022		Active
007	"Families"	007-11010130	Deferral of Prohibition of Family Tax Benefit Instalment Payments (PIP) 007-11010130	Blocked	5	1	"waiting_response"	"lachlan"	"Operational Information FTB Prohibition Deferral"		02-08-2022		Active
007	"Families"	007-11010140	Cancellation of Family Tax Benefit Instalment Payments due to 3 or more non-lodger decisions (Sunset Clause) 007-11010140	Blocked	4	0					02-08-2022		Active
007	"Families"	007-11010170	Family Tax benefit (FTB) bereavement payments and the reconciliation process 007-11010170	Blocked	5	0					02-08-2022		Active
007	"Families"	007-11010180	Re-reconciliation of Family Tax Benefit (FTB) 007-11010180	Blocked	5	0					02-08-2022		Active
007	"Families"	007-11030000	Australian Taxation Office (ATO) information not received for family assistance reconciliation or lump sum claim 007-11030000	Blocked	6	0					02-08-2022		Active
007	"Families"	007-11040000	Returned payments and their effect on family assistance reconciliation 007-11040000	Blocked	5	0					02-08-2022		Active
007	"Families"	007-11060000	Debt offsetting during family assistance reassessment, reconciliation and claim processing 007-11060000	Blocked	6	0					02-08-2022		Active
007	"Families"	007-11070010	Family Tax Benefit (FTB) reconciliation and lump sum claim calculation screens 007-11070010	Blocked	5	0					02-08-2022		Active
007	"Families"	007-11070020	Child Care Benefit (CCB) reconciliation and lump sum claim calculation screens 007-11070020	Blocked	3	0					02-08-2022		Active
007	"Families"	007-11070040	Australian Taxation Office (ATO) lump sum Family Tax Benefit (FTB) claim screens 007-11070040	Blocked	2	0					02-08-2022		Active
007	"Families"	007-11080000	Manual intervention into family assistance reconciliation 007-11080000	Blocked	4	0					02-08-2022		Active
007	"Families"	007-11080010	Manual intervention where Australian Taxation Office (ATO) cancels Notice of Assessment (NOA) 007-11080010	Blocked	4	0					02-08-2022		Active
007	"Families"	007-11080020	Manual intervention to process Child Care payments where a security notice is issued to a customer receiving both Family Tax Benefit (FTB) and child care payments 007-11080020	Blocked	4	0					02-08-2022		Active
007	"Families"	007-11090000	Customer enquires about reconciliation overpayment 007-11090000	Blocked	5	0					02-08-2022		Active
007	"Families"	007-11090010	Explaining Family Tax Benefit (FTB) reconciliation overpayments due to estimated income 007-11090010	Blocked	4	0					02-08-2022		Active
007	"Families"	007-11090030	Explaining Family Tax Benefit (FTB) reconciliation overpayments due to shared care 007-11090030	Blocked	5	0					02-08-2022		Active
007	"Families"	007-11090040	Explaining Family Tax Benefit (FTB) reconciliation overpayments due to blended family percentage 007-11090040	Blocked	4	0					02-08-2022		Active
007	"Families"	007-11090050	Explaining Family Tax Benefit (FTB) reconciliation overpayments due to child income 007-11090050	Blocked	3	0					02-08-2022		Active
007	"Families"	007-11090060	Explaining Family Tax Benefit (FTB) reconciliation overpayments due to child leaving care 007-11090060	Blocked	4	0					02-08-2022		Active
007	"Families"	007-11090080	Explaining Family Tax Benefit (FTB) reconciliation overpayments due to Centrelink lump sum claim 007-11090080	Blocked	3	0					02-08-2022		Active
007	"Families"	007-13020000	Mutual Customer Identification (MCI) for family assistance 007-13020000	Blocked	2	0					02-08-2022		Active
007	"Families"	007-13020010	Mutual Customer Identification (MCI) process for family assistance customers 007-13020010	Blocked	5	0					02-08-2022		Active
007	"Families"	007-13020030	Mutual Customer Identification (MCI) results for family assistance customer mismatches 007-13020030	Blocked	4	0					02-08-2022		Active
007	"Families"	007-13020040	Mutual Customer identification (MCI) for family assistance customers with status of Centrelink Pending (CPN) 007-13020040	Blocked	5	0					02-08-2022		Active
007	"Families"	007-13030010	Assisted dispute resolution for employer obligations for Parental Leave Pay (PPL) 007-13030010	Blocked	5	0					02-08-2022		Active
007	"Families"	007-13030020	Assisted dispute resolution for employer determination for Parental Leave Pay (PPL) 007-13030020	Blocked	5	0					02-08-2022		Active
007	"Families"	007-17022800	Families and Child Care (FCC) processing principles 007-17022800	Blocked	3	0					02-08-2022		Active
007	"Families"	007-17042800	Resumption of JobSeeker Payment, Youth Allowance, Parenting Payment, Farm Household Allowance or Austudy after Parental Leave Pay (PPL) or Dad and Partner Pay (DAP) 007-17042800	Blocked	4	0					02-08-2022		Active
007	"Families"	007-17100602	Pre-processing checks for standalone and combined claims for family assistance and/or Paid Parental Leave payments 007-17100602	Blocked	5	0					02-08-2022		Active
007	"Families"	007-17100603	Processing standalone and combined claims for family assistance and/or Paid Parental Leave scheme payments 007-17100603	Blocked	5	0					02-08-2022		Active
007	"Families"	007-17103101	Child Care Subsidy (CCS) and Additional Child Care Subsidy (ACCS) claims 007-17103101	Blocked	4	0					02-08-2022
02-08-2022		Active
007	"Families"	007-17103102	Claiming Child Care Subsidy (CCS) and Additional Child Care Subsidy (ACCS) 007-17103102	Blocked	6	0					02-08-2022		Active
007	"Families"	007-17103109	Immunisation requirements for Child Care Subsidy (CCS) 007-17103109	Blocked	5	0					02-08-2022		Active
007	"Families"	007-17103110	Updating school status, and assessing age exemptions for Child Care Subsidy (CCS) 007-17103110	Blocked	6	0					02-08-2022		Active
007	"Families"	007-17103111	Residence assessment for customers claiming Child Care Subsidy (CCS) 007-17103111	Blocked	5	0					02-08-2022		Active
007	"Families"	007-17103115	Activity Test for Child Care Subsidy (CCS) 007-17103115	Blocked	5	0					02-08-2022		Active
007	"Families"	007-17103116	Coding Activity Test details for Child Care Subsidy (CCS) 007-17103116	Blocked	5	0					02-08-2022		Active
007	"Families"	007-17103120	Processing Additional Child Care Subsidy (ACCS) (Temporary Financial Hardship) applications 007-17103120	Blocked	6	0					02-08-2022		Active
007	"Families"	007-17103142	Processing Additional Child Care Subsidy (ACCS) (child wellbeing) determinations 007-17103142	Blocked	5	0					02-08-2022		Active
007	"Families"	007-17103143	Changes in circumstances and date of effect for Child Care Subsidy (CCS) and Additional Child Care Subsidy (ACCS) 007-17103143	Blocked	6	0					02-08-2022		Active
007	"Families"	007-17103144	Exceptional circumstances for Child Care Subsidy (CCS) and Additional Child Care Subsidy (ACCS) 007-17103144	Blocked	6	0					02-08-2022		Active
